JD,Filter,mag,magunc
2457757.13,ATLAS-c,20.13,-99.0
2457777.11,ATLAS-c,20.12,-99.0
2457781.1,ATLAS-c,20.09,-99.0
2457816.95,ATLAS-c,20.13,-99.0
2457832.96,ATLAS-o,20.03,-99.0
2457869.93,ATLAS-c,20.11,-99.0
2457892.84,ATLAS-o,20.19,-99.0
2457900.83,ATLAS-c,20.12,-99.0
2457924.78,ATLAS-o,20.57,0.36
2458075.13,ATLAS-c,20.43,-99.0
2458101.06,ATLAS-o,20.14,-99.0
2458113.01,ATLAS-o,20.14,-99.0
2458132.12,ATLAS-o,20.38,-99.0
2458136.11,ATLAS-c,20.58,-99.0
2458140.09,ATLAS-o,20.33,-99.0
2458141.06,ATLAS-o,20.08,-99.0
2458162.11,ATLAS-o,20.0,-99.0
2458172.0,ATLAS-c,20.46,-99.0
2458196.97,ATLAS-o,20.08,-99.0
2458251.85,ATLAS-c,20.78,-99.0
2458263.709,ZTF_r,21.61,-99.0
2458271.76,ATLAS-o,20.61,0.32
2458456.15,ATLAS-c,20.38,-99.0
2458460.12,ATLAS-c,20.41,-99.0
2458488.08,ATLAS-c,20.28,-99.0
2458490.05,ATLAS-o,20.48,0.33
2458492.07,ATLAS-c,20.52,-99.0
2458493.05,ATLAS-o,20.08,-99.0
2458496.06,ATLAS-o,20.21,-99.0
2458498.03,ATLAS-o,20.25,-99.0
2458500.01,ATLAS-o,20.08,-99.0
2458511.01,ATLAS-o,20.08,-99.0
2458517.01,ATLAS-o,20.08,-99.0
2458520.02,ATLAS-c,20.65,-99.0
2458524.0,ATLAS-c,20.27,-99.0
2458545.95,ATLAS-o,20.69,0.35
2458557.89,ATLAS-o,20.0,-99.0
2458571.9,ATLAS-o,20.25,-99.0
2458573.9,ATLAS-o,20.19,-99.0
2458575.91,ATLAS-c,20.49,-99.0
2458577.89,ATLAS-o,20.04,-99.0
2458579.91,ATLAS-c,20.41,-99.0
2458581.88,ATLAS-o,20.06,-99.0
2458582.9,ATLAS-c,20.46,-99.0
2458595.86,ATLAS-o,20.04,-99.0
2458597.86,ATLAS-o,20.21,-99.0
2458599.86,ATLAS-o,20.28,-99.0
2458605.84,ATLAS-o,20.02,-99.0
2458607.86,ATLAS-c,20.3,-99.0
2458610.85,ATLAS-c,20.41,-99.0
2458611.83,ATLAS-c,20.49,-99.0
2458625.81,ATLAS-o,19.4,0.14
2458627.81,ATLAS-o,19.16,0.08
2458629.79,ATLAS-o,19.17,0.12
2458631.76,ATLAS-o,19.1,0.12
2458633.77,ATLAS-o,19.08,0.18
2458634.67,ZTF_r,18.97,0.05
2458634.694,ZTF_g,19.15,0.05
2458635.78,ATLAS-c,19.17,0.07
2458637.678,ZTF_r,18.95,0.05
2458637.718,ZTF_g,19.06,0.06
2458639.75,ATLAS-c,19.38,0.19
2458640.672,ZTF_g,19.16,0.09
2458640.721,ZTF_r,18.95,0.07
2458641.77,ATLAS-o,18.98,0.12
2458645.7,ZTF_g,19.3,0.16
2458645.75,ATLAS-o,19.26,0.32
2458648.67,ZTF_g,19.56,0.26
2458648.699,ZTF_r,19.06,0.17
2458650.78,ATLAS-o,18.96,0.14
2458659.77,ATLAS-o,19.11,0.1
2458665.76,ATLAS-o,19.3,0.27
2458782.1,ATLAS-o,20.29,0.29
2458784.1,ATLAS-c,20.14,-99.0
2458790.07,ATLAS-o,20.04,-99.0
2458799.13,ATLAS-o,20.22,0.35
2458802.11,ATLAS-o,20.0,-99.0
2458814.01,ATLAS-o,20.54,0.31
2458816.01,ATLAS-c,20.3,-99.0
2458822.02,ATLAS-o,20.45,0.29
2458825.12,ATLAS-o,20.58,0.27
2458826.08,ATLAS-o,20.78,0.3
2458838.1,ATLAS-o,20.3,-99.0
2458842.08,ATLAS-o,20.49,-99.0
2458846.08,ATLAS-o,20.61,0.27
2458850.13,ATLAS-o,20.74,0.35
2458868.04,ATLAS-o,20.43,-99.0
2458870.12,ATLAS-o,20.21,-99.0
2458871.814,ZTF_r,20.91,0.29
2458872.0,ATLAS-c,20.45,-99.0
2458874.02,ATLAS-o,20.29,-99.0
2458876.08,ATLAS-c,20.34,-99.0
2458878.94,ATLAS-c,20.03,-99.0
2458881.97,ATLAS-o,20.28,-99.0
2458883.98,ATLAS-o,20.04,-99.0
2458900.98,ATLAS-o,20.21,-99.0
2458902.05,ATLAS-o,20.33,-99.0
2458903.94,ATLAS-c,20.55,-99.0
2458905.95,ATLAS-o,20.33,-99.0
2458911.88,ATLAS-o,20.28,-99.0
