JD,Filter,mag,magunc
2457513.97,ATLAS-c,20.12,-99.0
2457637.76,ATLAS-c,20.41,0.3
2457842.1,ATLAS-c,20.04,-99.0
2457878.01,ATLAS-o,20.33,-99.0
2457880.06,ATLAS-o,20.02,-99.0
2457889.98,ATLAS-o,20.25,-99.0
2457893.99,ATLAS-c,20.55,-99.0
2457899.99,ATLAS-o,20.28,-99.0
2457901.98,ATLAS-c,20.69,-99.0
2457903.99,ATLAS-o,20.06,-99.0
2457907.96,ATLAS-o,20.05,-99.0
2457916.94,ATLAS-o,20.02,-99.0
2457917.93,ATLAS-o,20.08,-99.0
2457920.92,ATLAS-o,20.3,-99.0
2457924.91,ATLAS-o,20.21,-99.0
2457928.91,ATLAS-o,20.46,-99.0
2457932.89,ATLAS-o,20.41,-99.0
2457946.88,ATLAS-o,20.06,-99.0
2457950.86,ATLAS-o,20.18,-99.0
2457952.86,ATLAS-o,20.03,-99.0
2457956.85,ATLAS-o,20.02,-99.0
2457960.83,ATLAS-o,20.11,-99.0
2457962.84,ATLAS-o,20.11,-99.0
2457966.83,ATLAS-o,20.1,-99.0
2457975.77,ATLAS-o,20.23,-99.0
2457979.77,ATLAS-o,20.45,-99.0
2457981.76,ATLAS-o,20.54,-99.0
2457983.8,ATLAS-c,20.76,-99.0
2457989.75,ATLAS-o,20.02,-99.0
2458007.78,ATLAS-o,20.3,-99.0
2458013.77,ATLAS-o,20.2,-99.0
2458222.09,ATLAS-o,20.19,-99.0
2458248.04,ATLAS-o,20.61,-99.0
2458257.99,ATLAS-o,20.24,-99.0
2458259.99,ATLAS-c,20.55,-99.0
2458275.97,ATLAS-o,20.25,-99.0
2458277.98,ATLAS-o,20.33,-99.0
2458281.95,ATLAS-o,20.1,-99.0
2458285.95,ATLAS-o,20.27,-99.0
2458287.94,ATLAS-c,20.49,-99.0
2458289.93,ATLAS-o,20.21,-99.0
2458299.87,ATLAS-o,20.14,-99.0
2458303.91,ATLAS-o,20.23,-99.0
2458307.92,ATLAS-c,20.41,-99.0
2458311.93,ATLAS-c,20.52,-99.0
2458315.9,ATLAS-c,20.43,-99.0
2458317.87,ATLAS-o,20.19,-99.0
2458327.84,ATLAS-o,20.07,-99.0
2458335.86,ATLAS-c,20.51,-99.0
2458337.78,ATLAS-o,20.16,-99.0
2458361.75,ATLAS-o,20.45,-99.0
2458367.75,ATLAS-o,20.12,-99.0
2458371.76,ATLAS-o,20.71,-99.0
2458530.12,ATLAS-o,20.21,-99.0
2458542.14,ATLAS-o,20.12,-99.0
2458546.11,ATLAS-o,20.15,-99.0
2458550.12,ATLAS-o,20.43,-99.0
2458554.11,ATLAS-o,20.11,-99.0
2458570.06,ATLAS-o,20.0,-99.0
2458572.05,ATLAS-o,20.25,-99.0
2458576.06,ATLAS-c,20.65,-99.0
2458578.05,ATLAS-o,20.28,-99.0
2458580.06,ATLAS-c,20.58,-99.0
2458582.05,ATLAS-o,20.35,-99.0
2458584.02,ATLAS-c,20.38,-99.0
2458604.02,ATLAS-c,20.74,-99.0
2458606.0,ATLAS-o,20.14,-99.0
2458609.99,ATLAS-o,20.02,-99.0
2458612.01,ATLAS-c,20.54,-99.0
2458613.96,ATLAS-o,20.16,-99.0
2458616.04,ATLAS-o,20.46,-99.0
2458627.94,ATLAS-o,20.35,-99.0
2458629.89,ATLAS-o,20.15,-99.0
2458631.94,ATLAS-o,20.49,-99.0
2458633.92,ATLAS-o,20.0,-99.0
2458635.93,ATLAS-c,20.68,-99.0
2458637.97,ATLAS-o,20.1,-99.0
2458639.89,ATLAS-c,20.43,-99.0
2458641.92,ATLAS-o,20.23,-99.0
