JD,Filter,mag,magunc
2458982.87,ATLAS-c,19.89,0.14
2458984.89,ATLAS-o,20.0,0.2
2458986.693,ZTF_g,20.43,0.13
2458986.86,ATLAS-c,20.26,0.2
2458988.85,ATLAS-o,19.81,0.14
2458990.82,ATLAS-c,20.46,0.24
2458992.694,ZTF_g,20.41,0.13
2458992.721,ZTF_r,19.33,0.06
2458992.83,ATLAS-o,19.58,0.13
2458994.85,ATLAS-c,20.37,0.26
2458995.702,ZTF_g,20.49,0.15
2458995.712,ZTF_r,19.48,0.07
2458998.695,ZTF_g,20.54,0.18
2458998.726,ZTF_r,22.6,-99.0
2458998.8,ATLAS-o,19.92,0.24
2459004.82,ATLAS-o,19.27,0.15
2459010.84,ATLAS-o,19.53,0.17
2459011.705,ZTF_g,20.31,0.15
2459011.737,ZTF_r,19.09,0.07
2459014.701,ZTF_g,20.01,0.1
2459014.72,ZTF_r,18.87,0.05
2459016.79,ATLAS-o,18.81,0.07
2459018.727,ZTF_r,18.73,0.04
2459020.77,ATLAS-o,18.92,0.07
2459021.714,ZTF_g,19.69,0.07
2459021.744,ZTF_r,18.8,0.06
2459022.77,ATLAS-c,19.5,0.11
2459024.697,ZTF_g,19.68,0.08
2459024.723,ZTF_r,18.58,0.06
2459024.77,ATLAS-o,19.01,0.09
2459026.76,ATLAS-o,19.45,0.16
2459030.76,ATLAS-o,19.3,0.17
2459032.79,ATLAS-o,19.52,0.22
2459034.8,ATLAS-o,19.49,0.26
2459040.78,ATLAS-o,18.89,0.1
2459042.79,ATLAS-c,19.74,0.21
2459044.76,ATLAS-o,18.89,0.09
2459205.1,ATLAS-c,20.25,-99.0
2459207.09,ATLAS-c,20.11,-99.0
2459209.11,ATLAS-c,20.38,-99.0
2459221.09,ATLAS-o,20.1,-99.0
2459223.12,ATLAS-o,20.08,-99.0
2459225.09,ATLAS-c,20.25,-99.0
2459227.06,ATLAS-c,20.35,-99.0
2459229.04,ATLAS-c,20.19,-99.0
2459231.02,ATLAS-c,20.28,-99.0
2459233.05,ATLAS-c,20.23,-99.0
2459257.02,ATLAS-c,20.49,-99.0
2459259.0,ATLAS-c,20.03,-99.0
2459261.09,ATLAS-c,20.35,-99.0
2459262.99,ATLAS-c,20.23,-99.0
2459277.02,ATLAS-o,20.04,-99.0
2459281.01,ATLAS-o,20.14,-99.0
2459288.89,ATLAS-o,20.15,-99.0
2459291.89,ATLAS-c,20.3,-99.0
2459291.89,ATLAS-o,20.25,-99.0
2459292.9,ATLAS-o,20.75,-99.0
2459293.9,ATLAS-o,20.51,-99.0
2459294.93,ATLAS-o,20.26,-99.0
2459297.09,ATLAS-o,20.0,-99.0
2459306.89,ATLAS-o,20.1,-99.0
2459308.94,ATLAS-c,20.55,-99.0
2459312.95,ATLAS-c,20.55,-99.0
2459322.94,ATLAS-o,20.04,-99.0
2459324.9,ATLAS-o,20.16,-99.0
2459342.86,ATLAS-c,20.43,-99.0
2459346.86,ATLAS-c,20.25,-99.0
2459348.84,ATLAS-o,20.15,-99.0
2459350.86,ATLAS-c,20.1,-99.0
2459352.83,ATLAS-o,20.14,-99.0
2459364.81,ATLAS-o,20.33,-99.0
2459368.84,ATLAS-c,20.46,-99.0
2459370.82,ATLAS-o,20.12,-99.0
2459372.8,ATLAS-c,20.46,-99.0
2459374.79,ATLAS-o,20.21,-99.0
2459376.81,ATLAS-c,20.21,-99.0
2459380.77,ATLAS-c,20.21,-99.0
2459394.79,ATLAS-c,20.02,-99.0
2459396.8,ATLAS-o,20.1,-99.0
2459402.78,ATLAS-c,20.02,-99.0
2459581.05,ATLAS-o,18.18,0.05
2459585.05,ATLAS-o,18.54,0.09
2459587.06,ATLAS-c,18.86,0.07
2459589.02,ATLAS-o,18.66,0.08
2459591.15,ATLAS-c,18.99,0.11
2459593.1,ATLAS-o,18.74,0.1
2459597.03,ATLAS-o,18.69,0.16
2459605.06,ATLAS-o,19.26,0.14
2459606.07,ATLAS-o,19.17,0.12
