JD,Filter,mag,magunc
2458696.925,ZTF_g,21.58,-99.0
2458696.928,ZTF_g,21.67,-99.0
2458696.958,ZTF_g,21.73,-99.0
2458696.971,ZTF_r,21.65,-99.0
2458696.976,ZTF_r,21.72,-99.0
2458697.909,ZTF_r,21.61,-99.0
2458697.983,ZTF_g,21.62,-99.0
2458698.946,ZTF_g,21.64,-99.0
2458698.98,ZTF_g,21.51,-99.0
2458699.883,ZTF_r,21.52,-99.0
2458699.952,ZTF_g,21.63,-99.0
2458699.961,ZTF_g,21.61,-99.0
2458700.97,ZTF_g,21.61,-99.0
2458700.981,ZTF_g,21.63,-99.0
2458701.949,ZTF_g,21.53,-99.0
2458703.93,ZTF_r,21.72,-99.0
2458703.931,ZTF_r,21.59,-99.0
2458703.973,ZTF_g,21.54,-99.0
2458703.981,ZTF_g,21.62,-99.0
2458705.902,ZTF_g,21.66,-99.0
2458706.908,ZTF_r,21.63,-99.0
2458706.92,ZTF_g,21.52,-99.0
2458706.952,ZTF_g,21.65,-99.0
2458706.953,ZTF_g,21.61,-99.0
2458706.978,ZTF_g,21.67,-99.0
2458717.02,ATLAS-o,20.18,-99.0
2458722.913,ZTF_g,21.67,-99.0
2458723.07,ATLAS-o,20.49,-99.0
2458723.886,ZTF_r,21.64,-99.0
2458723.91,ZTF_g,21.73,-99.0
2458723.962,ZTF_g,21.65,-99.0
2458725.03,ATLAS-c,20.32,-99.0
2458725.898,ZTF_g,21.76,-99.0
2458725.921,ZTF_g,21.59,-99.0
2458725.942,ZTF_g,21.55,-99.0
2458725.986,ZTF_r,21.7,-99.0
2458727.03,ATLAS-o,20.41,-99.0
2458727.89,ZTF_g,21.76,-99.0
2458727.946,ZTF_g,21.65,-99.0
2458728.98,ATLAS-c,20.58,-99.0
2458732.902,ZTF_g,21.57,-99.0
2458733.02,ATLAS-o,20.03,-99.0
2458735.0,ATLAS-o,20.43,-99.0
2458737.06,ATLAS-o,20.23,-99.0
2458749.827,ZTF_g,21.61,-99.0
2458749.839,ZTF_g,21.52,-99.0
2458751.0,ATLAS-o,20.43,-99.0
2458752.97,ATLAS-c,20.58,-99.0
2458754.98,ATLAS-o,20.35,-99.0
2458757.09,ATLAS-c,20.15,-99.0
2458758.93,ATLAS-o,20.33,-99.0
2458762.95,ATLAS-o,20.49,-99.0
2458763.815,ZTF_r,21.55,-99.0
2458763.847,ZTF_r,21.7,0.29
2458763.899,ZTF_g,21.5,-99.0
2458764.912,ZTF_r,21.56,-99.0
2458764.945,ZTF_r,21.3,0.23
2458764.95,ATLAS-o,20.14,-99.0
2458774.9,ATLAS-o,20.12,-99.0
2458776.659,ZTF_g,21.54,-99.0
2458778.92,ATLAS-o,20.76,0.34
2458780.89,ATLAS-c,20.08,-99.0
2458782.631,ZTF_r,21.44,0.27
2458785.632,ZTF_r,21.25,0.25
2458788.88,ATLAS-c,20.25,-99.0
2458789.76,ZTF_r,20.95,0.3
2458790.84,ATLAS-o,20.14,-99.0
2458792.85,ATLAS-o,20.08,-99.0
2458794.92,ATLAS-o,20.0,-99.0
2458798.88,ATLAS-o,19.71,0.28
2458806.718,ZTF_r,21.26,0.29
2458808.83,ATLAS-c,20.49,-99.0
2458811.654,ZTF_r,20.78,0.24
2458814.83,ATLAS-o,20.9,0.33
2458816.8,ATLAS-c,20.49,-99.0
2458819.66,ZTF_r,20.96,0.21
2458820.87,ATLAS-o,20.21,-99.0
2458822.79,ATLAS-o,20.1,0.25
2458824.83,ATLAS-o,20.06,0.24
2458826.84,ATLAS-o,20.21,0.34
2458830.783,ZTF_r,20.39,0.16
2458831.597,ZTF_r,20.34,0.14
2458833.86,ATLAS-o,20.19,0.25
2458836.85,ATLAS-o,20.0,0.16
2458837.581,ZTF_r,20.15,0.11
2458837.641,ZTF_g,21.28,0.27
2458838.76,ATLAS-o,20.3,0.34
2458846.615,ZTF_r,19.79,0.06
2458846.76,ATLAS-o,19.55,0.09
2458849.58,ZTF_r,19.53,0.05
2458849.586,ZTF_g,20.08,0.08
2458849.589,ZTF_g,20.06,0.09
2458849.651,ZTF_r,19.55,0.05
2458850.8,ATLAS-o,19.3,0.1
2458852.61,ZTF_g,19.85,0.21
2458852.655,ZTF_r,19.44,0.05
2458853.579,ZTF_r,19.44,0.19
2458854.635,ZTF_r,19.42,0.15
2458854.75,ATLAS-o,18.96,0.13
2458855.656,ZTF_g,19.81,0.19
2458855.693,ZTF_r,19.29,0.12
2458856.667,ZTF_r,19.26,0.07
2458859.597,ZTF_g,19.75,0.15
2458859.682,ZTF_r,19.16,0.08
2458860.678,ZTF_r,19.0,0.13
2458862.613,ZTF_g,19.86,0.06
2458864.609,ZTF_g,19.73,0.06
2458866.82,ATLAS-o,19.23,0.1
2458867.641,ZTF_g,19.56,0.16
2458868.78,ATLAS-c,19.47,0.12
2458870.72,ATLAS-o,19.08,0.1
2458871.591,ZTF_r,19.34,0.06
2458871.663,ZTF_g,19.64,0.12
2458872.72,ATLAS-c,19.73,0.14
2458874.615,ZTF_r,19.3,0.04
2458874.66,ZTF_g,19.72,0.1
2458874.76,ATLAS-o,19.19,0.09
2458876.76,ATLAS-o,19.12,0.07
2458877.624,ZTF_r,19.14,0.05
2458877.68,ZTF_g,19.52,0.1
2458880.613,ZTF_g,19.82,0.08
2458880.651,ZTF_r,18.98,0.05
2458882.616,ZTF_g,19.64,0.12
2458882.74,ATLAS-o,18.93,0.1
2458883.79,ATLAS-o,19.07,0.18
2458884.632,ZTF_r,18.84,0.11
2458884.78,ATLAS-o,18.95,0.11
2458887.612,ZTF_r,18.71,0.04
2458887.678,ZTF_g,19.27,0.17
2458891.613,ZTF_r,15.44,0.0
2458891.659,ZTF_g,15.42,0.01
2458893.607,ZTF_g,15.69,0.0
2458893.622,ZTF_r,15.68,0.0
2458894.603,ZTF_g,16.53,0.0
2458894.631,ZTF_r,16.11,0.01
2458894.659,ZTF_g,16.22,0.01
2458895.675,ZTF_r,16.81,0.0
2458900.643,ZTF_g,17.41,0.05
2458900.656,ZTF_r,16.59,0.03
2458905.619,ZTF_r,16.63,0.02
2458905.635,ZTF_g,17.95,0.05
2458993.1,ATLAS-c,20.05,-99.0
2459021.1,ATLAS-c,20.08,-99.0
2459029.1,ATLAS-c,20.43,-99.0
2459033.08,ATLAS-o,20.23,-99.0
2459047.929,ZTF_r,21.59,-99.0
2459047.951,ZTF_g,21.65,-99.0
2459048.931,ZTF_r,21.55,-99.0
2459049.09,ATLAS-c,20.25,-99.0
2459049.936,ZTF_r,21.67,-99.0
2459049.951,ZTF_g,21.76,-99.0
2459050.932,ZTF_g,21.53,-99.0
2459050.964,ZTF_r,21.57,-99.0
2459050.984,ZTF_r,21.6,-99.0
2459051.1,ATLAS-o,20.19,-99.0
2459052.908,ZTF_r,21.56,-99.0
2459052.978,ZTF_g,21.62,-99.0
2459053.925,ZTF_g,21.81,-99.0
2459053.956,ZTF_r,21.74,-99.0
2459054.972,ZTF_g,21.68,-99.0
2459055.1,ATLAS-o,20.33,-99.0
2459055.93,ZTF_g,21.53,-99.0
2459055.948,ZTF_r,21.62,-99.0
2459056.954,ZTF_g,21.64,-99.0
2459056.972,ZTF_r,21.58,-99.0
2459056.987,ZTF_r,21.57,-99.0
2459057.93,ZTF_g,21.5,-99.0
2459057.942,ZTF_r,21.69,-99.0
2459059.07,ATLAS-o,20.35,-99.0
2459059.97,ZTF_r,21.56,-99.0
2459060.935,ZTF_r,21.68,-99.0
2459060.953,ZTF_r,21.61,-99.0
2459060.972,ZTF_g,21.66,-99.0
2459060.983,ZTF_g,21.71,-99.0
2459061.05,ATLAS-c,20.38,-99.0
2459073.02,ATLAS-o,20.04,-99.0
2459075.03,ATLAS-o,20.21,-99.0
2459075.898,ZTF_g,21.63,-99.0
2459077.974,ZTF_r,21.58,-99.0
2459078.901,ZTF_g,21.55,-99.0
2459079.03,ATLAS-o,20.18,-99.0
2459079.884,ZTF_r,21.7,-99.0
2459079.969,ZTF_g,21.51,-99.0
2459080.911,ZTF_g,21.56,-99.0
2459081.0,ATLAS-c,20.15,-99.0
2459083.01,ATLAS-o,20.25,-99.0
2459085.0,ATLAS-c,20.41,-99.0
2459085.862,ZTF_g,21.88,-99.0
2459085.882,ZTF_g,21.77,-99.0
2459085.969,ZTF_r,21.69,-99.0
2459086.861,ZTF_r,21.69,-99.0
2459086.97,ATLAS-o,20.41,-99.0
2459086.972,ZTF_g,21.67,-99.0
2459087.902,ZTF_g,22.5,-99.0
2459088.97,ATLAS-c,20.43,-99.0
2459090.98,ATLAS-o,20.12,-99.0
2459091.972,ZTF_r,21.54,-99.0
2459102.95,ATLAS-o,20.19,-99.0
2459104.99,ATLAS-o,20.21,-99.0
2459107.01,ATLAS-o,20.58,-99.0
2459109.01,ATLAS-c,20.38,-99.0
2459112.824,ZTF_g,21.54,-99.0
2459114.828,ZTF_g,21.51,-99.0
2459114.908,ZTF_r,21.53,-99.0
2459114.93,ATLAS-o,20.03,-99.0
2459115.835,ZTF_r,21.57,-99.0
2459115.93,ZTF_g,21.5,-99.0
2459116.764,ZTF_g,21.59,-99.0
2459116.846,ZTF_r,21.64,-99.0
2459117.867,ZTF_r,21.6,-99.0
2459118.92,ATLAS-o,20.3,-99.0
2459120.98,ATLAS-o,20.16,-99.0
2459130.95,ATLAS-o,20.33,-99.0
2459132.95,ATLAS-o,20.19,-99.0
2459134.96,ATLAS-o,20.35,-99.0
2459136.887,ZTF_g,21.61,-99.0
2459136.91,ATLAS-c,20.49,-99.0
2459144.744,ZTF_r,21.57,-99.0
2459144.824,ZTF_g,21.72,-99.0
2459144.89,ATLAS-c,20.08,-99.0
2459146.91,ATLAS-o,20.3,-99.0
2459147.92,ATLAS-o,20.05,-99.0
2459157.91,ATLAS-o,20.06,-99.0
2459162.88,ATLAS-o,20.11,-99.0
2459166.828,ZTF_r,21.61,-99.0
2459168.64,ZTF_r,21.63,-99.0
2459170.86,ATLAS-o,20.05,-99.0
2459172.657,ZTF_r,21.56,-99.0
2459174.616,ZTF_r,21.57,-99.0
2459180.86,ATLAS-o,19.81,0.31
2459189.78,ATLAS-o,20.15,-99.0
2459192.78,ATLAS-c,20.43,-99.0
2459194.81,ATLAS-c,20.35,-99.0
2459200.78,ATLAS-c,20.32,-99.0
2459214.75,ATLAS-o,20.28,-99.0
2459216.75,ATLAS-o,20.1,-99.0
2459218.78,ATLAS-c,20.52,-99.0
2459221.697,ZTF_r,21.51,-99.0
2459222.74,ATLAS-c,20.58,-99.0
2459226.77,ATLAS-c,20.65,-99.0
2459230.72,ATLAS-c,20.49,-99.0
2459232.619,ZTF_g,21.68,-99.0
2459232.659,ZTF_r,21.58,-99.0
2459252.76,ATLAS-c,20.21,-99.0
2459385.09,ATLAS-o,20.08,-99.0
2459399.09,ATLAS-o,20.11,-99.0
2459409.04,ATLAS-c,20.23,-99.0
2459411.08,ATLAS-o,20.56,-99.0
2459413.1,ATLAS-c,20.04,-99.0
2459415.07,ATLAS-o,20.59,-99.0
2459423.06,ATLAS-o,20.0,-99.0
2459427.05,ATLAS-o,20.02,-99.0
2459431.05,ATLAS-o,20.46,-99.0
2459433.06,ATLAS-o,20.28,-99.0
2459435.04,ATLAS-c,20.58,-99.0
2459437.02,ATLAS-o,20.23,-99.0
2459438.98,ATLAS-c,20.64,-99.0
2459440.96,ATLAS-o,20.21,-99.0
2459443.04,ATLAS-c,20.62,-99.0
2459445.02,ATLAS-o,20.28,-99.0
2459459.05,ATLAS-o,20.15,-99.0
2459462.94,ATLAS-o,20.49,-99.0
2459464.9,ATLAS-c,20.18,-99.0
2459468.9,ATLAS-c,20.46,-99.0
2459473.02,ATLAS-c,20.21,-99.0
2459486.94,ATLAS-o,20.02,-99.0
2459489.11,ATLAS-o,20.02,-99.0
2459491.96,ATLAS-o,20.14,-99.0
2459492.95,ATLAS-o,20.12,-99.0
2459500.93,ATLAS-o,20.16,-99.0
2459516.89,ATLAS-c,20.38,-99.0
2459517.9,ATLAS-o,20.16,-99.0
2459518.88,ATLAS-o,20.08,-99.0
2459524.89,ATLAS-c,20.38,-99.0
2459544.8,ATLAS-o,20.23,-99.0
2459574.76,ATLAS-o,20.0,-99.0
