JD,Filter,mag,magunc
2459136.97,ATLAS-o,20.28,-99.0
2459140.88,ATLAS-o,20.38,-99.0
2459142.88,ATLAS-c,20.41,-99.0
2459146.98,ATLAS-c,20.02,-99.0
2459160.91,ATLAS-o,20.3,-99.0
2459163.98,ATLAS-c,20.05,-99.0
2459170.93,ATLAS-c,20.08,-99.0
2459190.84,ATLAS-c,20.25,-99.0
2459192.86,ATLAS-o,20.3,-99.0
2459194.84,ATLAS-c,20.38,-99.0
2459198.8,ATLAS-c,20.32,-99.0
2459204.79,ATLAS-o,20.14,-99.0
2459216.82,ATLAS-o,20.04,-99.0
2459218.83,ATLAS-c,20.05,-99.0
2459220.77,ATLAS-c,20.55,-99.0
2459222.82,ATLAS-c,20.0,-99.0
2459224.8,ATLAS-c,20.43,-99.0
2459226.8,ATLAS-c,20.1,-99.0
2459230.75,ATLAS-c,20.21,-99.0
2459244.73,ATLAS-o,20.15,-99.0
2459252.77,ATLAS-c,20.12,-99.0
2459254.78,ATLAS-c,20.08,-99.0
2459256.77,ATLAS-c,20.16,-99.0
2459409.08,ATLAS-o,20.33,-99.0
2459413.07,ATLAS-o,20.3,-99.0
2459417.11,ATLAS-o,20.14,-99.0
2459429.1,ATLAS-o,20.1,-99.0
2459433.06,ATLAS-c,20.35,-99.0
2459435.07,ATLAS-o,20.38,-99.0
2459437.05,ATLAS-c,20.55,-99.0
2459439.05,ATLAS-o,20.18,-99.0
2459441.05,ATLAS-c,20.3,-99.0
2459443.07,ATLAS-o,20.38,-99.0
2459445.02,ATLAS-c,20.55,-99.0
2459458.11,ATLAS-o,20.03,-99.0
2459461.02,ATLAS-o,20.41,-99.0
2459463.02,ATLAS-c,20.43,-99.0
2459465.02,ATLAS-o,20.35,-99.0
2459466.99,ATLAS-c,20.43,-99.0
2459470.97,ATLAS-c,20.25,-99.0
2459486.96,ATLAS-o,20.08,-99.0
2459499.01,ATLAS-o,20.25,-99.0
2459516.02,ATLAS-o,20.1,-99.0
2459516.94,ATLAS-o,20.12,-99.0
2459518.92,ATLAS-c,20.32,-99.0
2459520.97,ATLAS-o,20.31,-99.0
2459526.85,ATLAS-c,20.35,-99.0
2459546.89,ATLAS-o,20.25,-99.0
2459586.78,ATLAS-o,20.16,-99.0
