JD,Filter,mag,magunc
2457870.95,ATLAS-c,20.35,-99.0
2457894.87,ATLAS-c,20.33,-99.0
2457898.87,ATLAS-c,20.28,-99.0
2457902.85,ATLAS-c,20.6,-99.0
2457927.8,ATLAS-o,20.28,-99.0
2458117.14,ATLAS-o,20.39,-99.0
2458129.12,ATLAS-o,20.12,-99.0
2458133.14,ATLAS-o,20.12,-99.0
2458194.95,ATLAS-c,20.41,-99.0
2458244.89,ATLAS-o,20.16,-99.0
2458248.88,ATLAS-o,20.38,-99.0
2458252.93,ATLAS-c,20.21,-99.0
2458256.88,ATLAS-c,20.3,-99.0
2458263.723,ZTF_r,22.07,-99.0
2458284.83,ATLAS-c,20.21,-99.0
2458288.81,ATLAS-o,20.05,-99.0
2458423.036,ZTF_r,19.41,0.09
2458423.966,ZTF_g,19.85,0.18
2458423.967,ZTF_g,19.81,0.17
2458424.033,ZTF_r,19.17,0.08
2458424.034,ZTF_r,19.2,0.09
2458425.008,ZTF_g,19.46,0.08
2458425.029,ZTF_r,18.95,0.07
2458425.976,ZTF_r,18.86,0.06
2458426.032,ZTF_g,19.3,0.08
2458426.987,ZTF_g,19.11,0.05
2458426.988,ZTF_g,19.18,0.06
2458427.029,ZTF_r,18.71,0.04
2458427.03,ZTF_r,18.68,0.05
2458427.989,ZTF_r,18.67,0.06
2458428.031,ZTF_g,19.22,0.07
2458429.968,ZTF_g,19.25,0.06
2458429.969,ZTF_g,19.24,0.06
2458430.008,ZTF_r,19.72,0.24
2458430.976,ZTF_r,18.5,0.05
2458431.017,ZTF_g,18.95,0.04
2458431.971,ZTF_g,19.21,0.1
2458432.048,ZTF_r,18.35,0.05
2458432.956,ZTF_g,18.98,0.05
2458432.956,ZTF_g,19.08,0.06
2458433.046,ZTF_r,18.46,0.03
2458433.047,ZTF_r,18.51,0.04
2458434.99,ZTF_r,18.6,0.08
2458435.032,ZTF_g,19.12,0.07
2458437.992,ZTF_g,19.43,0.09
2458438.032,ZTF_r,18.79,0.05
2458438.991,ZTF_g,19.45,0.06
2458439.026,ZTF_r,18.93,0.04
2458440.968,ZTF_g,19.74,0.15
2458440.968,ZTF_g,19.29,0.13
2458441.028,ZTF_r,18.99,0.05
2458441.03,ZTF_r,19.01,0.04
2458442.011,ZTF_g,19.65,0.11
2458442.035,ZTF_r,18.95,0.09
2458443.014,ZTF_g,19.79,0.19
2458443.029,ZTF_r,19.19,0.06
2458443.93,ZTF_r,19.11,0.09
2458443.931,ZTF_r,19.25,0.1
2458447.968,ZTF_r,19.43,0.11
2458447.97,ZTF_r,19.68,0.15
2458448.992,ZTF_r,19.79,0.2
2458449.052,ZTF_r,19.7,0.12
2458450.03,ZTF_r,19.73,0.13
2458450.993,ZTF_g,20.21,0.17
2458450.994,ZTF_g,20.03,0.16
2458451.15,ATLAS-o,19.48,0.25
2458455.968,ZTF_r,19.75,0.12
2458456.026,ZTF_r,19.62,0.18
2458461.97,ZTF_g,20.78,0.29
2458465.009,ZTF_g,21.03,0.22
2458465.01,ZTF_g,20.86,0.18
2458466.01,ZTF_r,19.75,0.09
2458468.947,ZTF_g,21.19,0.24
2458469.013,ZTF_r,19.71,0.08
2458470.009,ZTF_g,21.17,0.25
2458471.16,ATLAS-o,19.5,0.28
2458472.053,ZTF_r,19.81,0.1
2458473.05,ZTF_r,19.79,0.09
2458473.051,ZTF_r,19.8,0.1
2458473.17,ATLAS-o,19.31,0.25
2458474.991,ZTF_r,19.92,0.16
2458476.98,ZTF_r,19.66,0.14
2458477.051,ZTF_g,20.48,0.28
2458481.15,ATLAS-o,19.97,0.25
2458486.992,ZTF_r,19.7,0.08
2458486.993,ZTF_r,19.71,0.08
2458487.13,ATLAS-o,19.56,0.17
2458488.04,ZTF_r,19.67,0.08
2458489.14,ATLAS-c,19.78,0.15
2458491.15,ATLAS-o,19.83,0.18
2458492.057,ZTF_r,19.72,0.11
2458492.058,ZTF_r,19.94,0.13
2458492.989,ZTF_r,19.94,0.18
2458494.013,ZTF_r,19.83,0.08
2458494.988,ZTF_g,21.3,0.23
2458494.989,ZTF_g,21.3,0.23
2458495.1,ATLAS-o,19.45,0.13
2458497.15,ATLAS-o,19.73,0.22
2458499.1,ATLAS-o,19.94,0.34
2458501.1,ATLAS-o,19.63,0.15
2458503.034,ZTF_r,19.64,0.16
