JD,Filter,mag,magunc
2458997.77,ATLAS-o,19.85,0.24
2459001.84,ATLAS-o,19.46,0.16
2459004.75,ZTF_r,19.92,0.22
2459007.76,ATLAS-o,19.73,0.17
2459011.74,ZTF_r,19.87,0.13
2459013.8,ATLAS-o,20.11,0.15
2459014.722,ZTF_r,19.93,0.11
2459017.79,ATLAS-o,20.43,0.22
2459018.728,ZTF_r,19.75,0.13
2459021.745,ZTF_r,20.28,0.19
2459038.675,ZTF_r,20.0,0.18
2459038.679,ZTF_r,19.96,0.16
2459038.684,ZTF_r,19.95,0.15
2459038.689,ZTF_r,20.24,0.22
2459040.684,ZTF_r,20.25,0.28
2459040.689,ZTF_r,19.95,0.21
2459041.76,ATLAS-o,19.73,0.16
2459042.675,ZTF_r,20.29,0.27
2459042.68,ZTF_r,20.32,0.25
2459042.685,ZTF_r,20.13,0.2
2459042.69,ZTF_r,20.02,0.2
2459044.674,ZTF_r,19.88,0.2
2459044.679,ZTF_r,19.87,0.17
2459044.684,ZTF_r,19.75,0.16
2459044.689,ZTF_r,20.15,0.23
2459046.674,ZTF_r,19.58,0.18
2459046.679,ZTF_r,19.86,0.2
2459048.667,ZTF_r,19.98,0.28
2459048.672,ZTF_r,19.8,0.17
2459048.677,ZTF_r,19.92,0.17
2459048.682,ZTF_r,19.9,0.16
2459050.676,ZTF_r,19.93,0.27
2459050.681,ZTF_r,19.81,0.22
2459130.024,ZTF_r,20.45,0.29
2459138.021,ZTF_r,20.4,0.21
2459180.13,ATLAS-o,20.33,-99.0
2459192.1,ATLAS-o,20.09,-99.0
2459192.87,ZTF_r,18.43,0.27
2459194.11,ATLAS-o,20.36,-99.0
2459196.11,ATLAS-c,20.65,-99.0
2459198.07,ATLAS-c,20.79,-99.0
2459206.08,ATLAS-c,20.68,-99.0
2459208.06,ATLAS-c,20.68,-99.0
2459222.06,ATLAS-o,20.14,-99.0
2459230.11,ATLAS-c,21.01,-99.0
2459232.0,ATLAS-c,20.68,-99.0
2459252.05,ATLAS-o,20.43,-99.0
2459253.99,ATLAS-c,20.79,-99.0
2459255.96,ATLAS-c,20.76,-99.0
2459258.02,ATLAS-c,20.68,-99.0
2459267.95,ATLAS-o,20.21,-99.0
2459277.98,ATLAS-o,20.19,-99.0
2459291.89,ATLAS-c,20.62,-99.0
2459293.93,ATLAS-o,20.74,-99.0
2459309.9,ATLAS-c,20.87,-99.0
2459313.89,ATLAS-c,20.76,-99.0
2459319.84,ATLAS-o,20.3,-99.0
2459321.88,ATLAS-c,20.68,-99.0
2459323.85,ATLAS-o,20.08,-99.0
2459333.86,ATLAS-o,20.12,-99.0
2459335.83,ATLAS-o,20.21,-99.0
2459343.8,ATLAS-c,20.58,-99.0
2459345.84,ATLAS-o,20.49,-99.0
2459347.82,ATLAS-c,20.08,-99.0
2459349.78,ATLAS-o,20.21,-99.0
2459350.726,ZTF_r,21.5,-99.0
2459351.79,ATLAS-o,20.02,-99.0
2459363.82,ATLAS-o,20.19,-99.0
2459367.77,ATLAS-o,20.21,-99.0
2459369.84,ATLAS-c,20.25,-99.0
2459371.8,ATLAS-o,20.06,-99.0
2459373.79,ATLAS-c,20.32,-99.0
2459377.76,ATLAS-c,20.28,-99.0
2459393.76,ATLAS-o,20.33,-99.0
2459397.76,ATLAS-o,20.19,-99.0
2459526.12,ATLAS-o,19.82,0.22
2459562.11,ATLAS-o,20.23,-99.0
2459588.03,ATLAS-c,20.38,-99.0
2459590.02,ATLAS-o,20.14,-99.0
2459591.99,ATLAS-o,20.12,-99.0
