JD,Filter,mag,magunc
2457540.85,ATLAS-c,20.12,-99.0
2457788.13,ATLAS-c,20.07,-99.0
2457902.85,ATLAS-o,20.11,-99.0
2457903.89,ATLAS-c,20.42,-99.0
2457920.85,ATLAS-o,20.02,-99.0
2457927.84,ATLAS-o,20.0,-99.0
2458131.11,ATLAS-o,20.33,-99.0
2458161.13,ATLAS-o,20.0,-99.0
2458163.13,ATLAS-c,20.14,-99.0
2458254.93,ATLAS-c,20.33,-99.0
2458282.87,ATLAS-o,20.08,-99.0
2458286.87,ATLAS-c,20.52,-99.0
2458310.81,ATLAS-c,20.21,-99.0
2458448.045,ZTF_r,19.1,0.24
2458450.047,ZTF_r,19.29,0.13
2458450.052,ZTF_r,19.42,0.13
2458450.057,ZTF_r,19.36,0.13
2458450.062,ZTF_r,19.39,0.19
2458451.048,ZTF_r,19.33,0.11
2458451.053,ZTF_r,19.22,0.1
2458451.058,ZTF_r,19.47,0.15
2458451.062,ZTF_r,19.54,0.2
2458461.14,ATLAS-o,19.34,0.14
2458469.12,ATLAS-o,19.64,0.2
2458470.022,ZTF_g,20.47,0.21
2458471.13,ATLAS-o,19.31,0.1
2458473.12,ATLAS-o,19.48,0.2
2458475.989,ZTF_r,19.75,0.21
2458477.018,ZTF_r,19.87,0.19
2458477.13,ATLAS-o,19.26,0.22
2458479.13,ATLAS-o,19.5,0.14
2458487.16,ATLAS-c,20.15,0.2
2458487.999,ZTF_g,20.86,0.2
2458488.043,ZTF_r,19.77,0.09
2458489.13,ATLAS-o,19.54,0.15
2458493.13,ATLAS-o,19.46,0.14
2458495.022,ZTF_g,21.24,0.29
2458495.11,ATLAS-c,19.75,0.11
2458497.11,ATLAS-o,19.67,0.19
2458499.1,ATLAS-o,19.6,0.12
2458501.11,ATLAS-o,20.12,0.3
2458507.06,ATLAS-o,19.91,0.28
2458513.09,ATLAS-o,20.2,0.31
2458517.09,ATLAS-o,20.14,0.35
2458519.1,ATLAS-c,21.02,0.32
2458521.09,ATLAS-o,20.51,0.35
2458524.95,ZTF_r,20.64,0.2
2458529.06,ATLAS-o,20.02,0.23
2458545.04,ATLAS-o,20.25,-99.0
2458557.02,ATLAS-o,20.4,0.24
2458558.856,ZTF_r,20.84,0.29
2458571.0,ATLAS-o,20.16,-99.0
2458576.98,ATLAS-o,20.27,0.28
2458578.98,ATLAS-c,20.57,-99.0
2458582.98,ATLAS-c,20.7,0.32
2458604.93,ATLAS-o,20.08,-99.0
2458610.93,ATLAS-c,20.38,-99.0
2458613.85,ATLAS-o,20.44,-99.0
2458614.87,ATLAS-o,20.52,0.31
2458625.89,ATLAS-o,20.15,-99.0
2458630.84,ATLAS-o,20.23,-99.0
2458634.84,ATLAS-c,20.11,-99.0
2458636.83,ATLAS-o,20.06,-99.0
2458642.82,ATLAS-c,20.24,-99.0
2458654.81,ATLAS-o,20.1,-99.0
2458666.78,ATLAS-c,20.38,-99.0
2458845.07,ATLAS-o,20.16,-99.0
2458851.09,ATLAS-o,20.41,-99.0
2458869.03,ATLAS-o,20.1,-99.0
2458873.06,ATLAS-o,20.25,-99.0
2458875.07,ATLAS-c,20.68,-99.0
2458877.04,ATLAS-o,20.08,-99.0
2458878.12,ATLAS-c,20.43,-99.0
2458878.97,ATLAS-c,20.25,-99.0
2458881.01,ATLAS-o,20.25,-99.0
2458883.02,ATLAS-c,20.46,-99.0
2458901.04,ATLAS-o,20.11,-99.0
2458903.02,ATLAS-c,20.41,-99.0
2458905.02,ATLAS-o,20.14,-99.0
2458913.05,ATLAS-o,20.55,-99.0
2458930.0,ATLAS-c,20.41,-99.0
2458931.01,ATLAS-c,20.15,-99.0
2458952.95,ATLAS-o,20.33,-99.0
2458956.9,ATLAS-o,20.3,-99.0
2458958.9,ATLAS-c,20.15,-99.0
2458961.96,ATLAS-c,20.38,-99.0
2458965.92,ATLAS-c,20.21,-99.0
2458966.91,ATLAS-c,20.33,-99.0
2458982.88,ATLAS-c,20.58,-99.0
2458984.91,ATLAS-o,20.38,-99.0
2458986.89,ATLAS-c,20.28,-99.0
2458988.87,ATLAS-o,20.41,-99.0
2458989.87,ATLAS-c,20.35,-99.0
