JD,Filter,mag,magunc
2459090.97,ATLAS-o,20.08,-99.0
2459100.92,ATLAS-o,20.1,-99.0
2459101.95,ATLAS-o,20.23,-99.0
2459106.01,ATLAS-o,20.29,-99.0
2459108.02,ATLAS-c,20.62,-99.0
2459109.93,ATLAS-o,20.52,-99.0
2459113.97,ATLAS-o,20.25,-99.0
2459114.94,ATLAS-c,20.3,-99.0
2459116.02,ATLAS-c,20.23,-99.0
2459117.93,ATLAS-o,20.38,-99.0
2459129.99,ATLAS-o,20.19,-99.0
2459132.04,ATLAS-o,20.26,-99.0
2459133.91,ATLAS-o,20.38,-99.0
2459137.94,ATLAS-o,20.46,-99.0
2459139.93,ATLAS-c,20.28,-99.0
2459141.9,ATLAS-o,20.58,-99.0
2459145.92,ATLAS-o,20.49,-99.0
2459146.91,ATLAS-o,20.3,-99.0
2459163.9,ATLAS-c,20.33,-99.0
2459169.85,ATLAS-o,20.46,-99.0
2459189.82,ATLAS-o,20.58,-99.0
2459191.79,ATLAS-c,20.43,-99.0
2459193.84,ATLAS-o,20.32,-99.0
2459194.82,ATLAS-c,20.15,-99.0
2459195.84,ATLAS-c,20.7,-99.0
2459197.79,ATLAS-c,20.65,-99.0
2459198.76,ATLAS-c,20.12,-99.0
2459199.8,ATLAS-c,20.47,-99.0
2459205.77,ATLAS-o,20.19,-99.0
2459217.79,ATLAS-o,20.03,-99.0
2459218.75,ATLAS-c,20.62,-99.0
2459219.79,ATLAS-c,20.49,-99.0
2459227.8,ATLAS-c,20.52,-99.0
2459231.74,ATLAS-c,20.33,-99.0
2459378.1,ATLAS-c,20.06,-99.0
2459382.09,ATLAS-c,20.41,-99.0
2459384.09,ATLAS-o,20.15,-99.0
2459404.11,ATLAS-c,20.12,-99.0
2459406.05,ATLAS-o,20.52,-99.0
2459410.06,ATLAS-o,20.77,-99.0
2459414.07,ATLAS-o,20.49,-99.0
2459416.06,ATLAS-c,20.36,-99.0
2459429.11,ATLAS-o,20.08,-99.0
2459430.07,ATLAS-o,20.58,-99.0
2459432.07,ATLAS-o,20.21,-99.0
2459434.04,ATLAS-c,20.45,-99.0
2459436.04,ATLAS-o,20.21,-99.0
2459438.1,ATLAS-c,20.42,-99.0
2459442.03,ATLAS-c,20.62,-99.0
2459445.99,ATLAS-o,20.0,-99.0
2459455.98,ATLAS-o,20.25,-99.0
2459457.96,ATLAS-o,20.36,-99.0
2459462.03,ATLAS-o,20.41,-99.0
2459465.93,ATLAS-o,20.21,-99.0
2459468.03,ATLAS-c,20.65,-99.0
2459469.93,ATLAS-o,20.11,0.36
2459486.86,ATLAS-o,20.15,-99.0
2459488.0,ATLAS-o,20.1,-99.0
2459490.05,ATLAS-o,20.06,-99.0
2459491.96,ATLAS-o,20.14,-99.0
2459497.98,ATLAS-o,20.28,-99.0
2459500.84,ATLAS-o,20.38,0.34
2459501.86,ATLAS-o,20.01,-99.0
2459515.98,ATLAS-o,20.08,-99.0
2459517.89,ATLAS-o,20.25,-99.0
2459518.89,ATLAS-c,20.12,-99.0
2459519.92,ATLAS-c,20.52,-99.0
2459521.93,ATLAS-o,20.0,-99.0
2459523.89,ATLAS-c,20.02,-99.0
2459529.9,ATLAS-o,20.02,-99.0
2459542.82,ATLAS-o,20.21,-99.0
2459543.83,ATLAS-o,20.3,-99.0
2459551.78,ATLAS-o,20.41,-99.0
2459573.77,ATLAS-o,20.12,-99.0
