ID,x,y,bsize,mjd,zpt,fluxADU,flux_err,X2norm,Npix,Nmask,Jyas2,Jyas2_err,SB,SB_err,fitsfile,skip,imID,filter,CONVOL00,PHOTNORM,KSUM00,FSIG00,FSCAT00,FWHM,M5SIGMA,SKYADU,muJyas2,muJyas2_err,im_expnum
90,3909,1392,3,56341.289265,30.915,80.49,11.63,0.47,9,0,1.726e-06,2.493e-07,23.307,0.156827,ec0915.130218.178885_ooi_z_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,10,z,TEMPLATE,t,0.8508,1.259,0.057,4.678,22.854,3300.0,1.726,0.2493,178885
90,3909,1392,3,56341.291336,30.915,89.61,10.6,0.9,9,0,1.922e-06,2.272e-07,23.191,0.128378,ec0915.130218.178886_ooi_z_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,11,z,TEMPLATE,t,0.8473,1.266,0.073,4.273,22.895,3347.0,1.922,0.22719999999999999,178886
90,3909,1392,3,56360.209714,30.915,89.76,14.14,0.44,9,0,1.925e-06,3.033e-07,23.189,0.171085,ec0915.130309.184932_ooi_z_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,16,z,TEMPLATE,t,0.5299,1.501,0.167,2.985,23.119,1727.0,1.9250000000000003,0.3033,184932
90,3909,1392,3,56418.977034,30.915,71.52,11.54,0.69,9,0,1.534e-06,2.474e-07,23.436,0.175135,ec0915.130506.204629_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,26,z,TEMPLATE,t,1.148,1.415,0.136,4.154,22.944,6628.0,1.534,0.2474,204629
90,3909,1392,3,56487.988309,30.915,70.05,11.1,0.61,9,0,1.502e-06,2.38e-07,23.458,0.171989,ec0915.130714.218757_ooi_z_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,30,z,TEMPLATE,t,1.1066,1.401,0.139,4.132,22.883,6364.0,1.502,0.238,218757
90,3909,1392,3,56488.988287,30.915,30.4,11.91,0.64,9,0,6.519e-07,2.555e-07,,,ec0915.130715.219201_ooi_z_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,34,z,TEMPLATE,t,1.1771,1.424,0.157,3.539,23.022,6998.0,0.6518999999999999,0.2555,219201
90,3909,1392,3,56489.013217,30.915,42.06,11.9,0.33,9,0,9.019e-07,2.553e-07,24.012,0.307285,ec0915.130716.219213_ooi_z_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,38,z,TEMPLATE,t,1.1635,1.349,0.109,3.653,23.001,6723.0,0.9019,0.2553,219213
90,3909,1392,3,56612.306942,30.915,17.35,11.92,0.32,9,0,3.72e-07,2.557e-07,,,ec0915.131116.254783_ooi_z_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,43,z,TEMPLATE,t,1.1224,1.313,0.078,4.868,22.731,6461.0,0.372,0.2557,254783
90,3909,1392,3,56668.211483,30.915,9.54,9.37,2.57,9,0,2.045e-07,2.01e-07,,,ec0915.140111.273124_ooi_z_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,47,z,TEMPLATE,t,1.172,1.495,0.158,3.611,23.257,4304.0,0.20450000000000002,0.201,273124
90,3909,1392,3,56668.219813,30.915,65.61,9.38,0.69,9,0,1.407e-06,2.013e-07,23.529,0.155303,ec0915.140111.273128_ooi_z_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,51,z,TEMPLATE,t,1.1786,1.44,0.115,4.442,23.028,4385.0,1.407,0.2013,273128
90,3909,1392,3,56713.197028,30.915,-9.45,9.81,0.45,9,0,-2.026e-07,2.105e-07,,,ec0915.140225.288123_ooi_z_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,79,z,TEMPLATE,t,1.1672,1.419,0.125,3.898,23.153,5178.0,-0.2026,0.21050000000000002,288123
90,3909,1392,3,56764.149481,30.915,9.43,11.06,0.95,9,0,2.022e-07,2.372e-07,,,ec0915.140417.301623_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,84,z,TEMPLATE,t,1.0992,1.466,0.159,3.443,23.118,5856.0,0.2022,0.2372,301623
90,3909,1392,3,56764.153625,30.915,12.15,10.72,1.98,9,0,2.605e-07,2.299e-07,,,ec0915.140417.301625_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,86,z,TEMPLATE,t,1.0967,1.435,0.125,3.415,23.19,5889.0,0.2605,0.2299,301625
90,3909,1392,3,56814.091425,30.915,28.99,10.27,0.88,9,0,6.216e-07,2.202e-07,,,ec0915.140606.320269_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,89,z,TEMPLATE,t,1.1459,1.413,0.09,5.263,22.754,5333.0,0.6216,0.2202,320269
90,3909,1392,3,56834.960611,30.915,2.77,12.61,0.81,9,0,5.931e-08,2.704e-07,,,ec0915.140626.331029_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,91,z,TEMPLATE,t,1.0967,1.452,0.12,4.69,22.667,7577.0,0.05931,0.2704,331029
90,3909,1392,3,56854.965339,30.915,11.72,13.4,0.85,9,0,2.513e-07,2.874e-07,,,ec0915.140716.337810_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,99,z,TEMPLATE,t,1.0126,1.426,0.119,4.132,22.811,6947.0,0.25129999999999997,0.2874,337810
90,3909,1392,3,56998.316848,30.915,-56.51,12.36,0.64,9,0,-1.212e-06,2.65e-07,,,ec0915.141207.384681_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,106,z,TEMPLATE,t,1.1284,1.229,0.117,3.559,22.939,6560.0,-1.212,0.265,384681
90,3909,1392,3,56998.321015,30.915,-91.58,12.0,0.24,9,0,-1.964e-06,2.574e-07,,,ec0915.141207.384683_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,108,z,TEMPLATE,t,1.1258,1.196,0.077,4.304,22.778,6407.0,-1.9640000000000002,0.2574,384683
90,3909,1392,3,57026.228979,30.915,-61.3,13.68,1.9,9,0,-1.315e-06,2.934e-07,,,ec0915.150104.394285_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,111,z,TEMPLATE,t,1.0335,1.269,0.148,3.39,22.831,6751.0,-1.315,0.2934,394285
90,3909,1392,3,57026.233149,30.915,-61.9,14.1,0.74,9,0,-1.328e-06,3.023e-07,,,ec0915.150104.394287_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,113,z,TEMPLATE,t,1.0467,1.125,0.082,3.691,22.789,6901.0,-1.328,0.3023,394287
90,3909,1392,3,57050.242086,30.915,-48.8,10.07,0.85,9,0,-1.047e-06,2.159e-07,,,ec0915.150128.403911_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,118,z,TEMPLATE,t,0.9842,1.261,0.131,4.029,23.145,3149.0,-1.0470000000000002,0.21589999999999998,403911
90,3909,1392,3,57053.240481,30.915,-87.44,12.54,0.44,9,0,-1.875e-06,2.69e-07,,,ec0915.150131.404893_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,122,z,TEMPLATE,t,1.073,1.194,0.087,3.937,22.876,5245.0,-1.875,0.26899999999999996,404893
90,3909,1392,3,57056.260361,30.915,-78.75,12.22,0.77,9,0,-1.689e-06,2.62e-07,,,ec0915.150203.405992_ooi_z_ls9_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,126,z,TEMPLATE,t,1.1387,1.22,0.117,3.582,22.902,6587.0,-1.689,0.262,405992
90,3909,1392,3,57056.268626,30.915,-66.87,13.51,0.34,9,0,-1.434e-06,2.897e-07,,,ec0915.150203.405996_ooi_z_ls9_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,130,z,TEMPLATE,t,1.1421,1.042,0.093,3.48,22.867,7293.0,-1.434,0.2897,405996
90,3909,1392,3,57083.233746,30.915,-71.67,11.8,0.81,9,0,-1.537e-06,2.531e-07,,,ec0915.150302.417215_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,135,z,TEMPLATE,t,1.043,1.205,0.135,3.416,23.018,4875.0,-1.5370000000000001,0.2531,417215
90,3909,1392,3,57088.183133,30.915,-98.67,11.23,0.36,9,0,-2.116e-06,2.408e-07,,,ec0915.150307.419088_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,136,z,TEMPLATE,t,1.0547,1.158,0.08,3.392,23.026,6188.0,-2.116,0.2408,419088
90,3909,1392,3,57088.185779,30.915,-73.34,12.83,0.68,9,0,-1.573e-06,2.752e-07,,,ec0915.150307.419089_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,137,z,TEMPLATE,t,1.0497,1.223,0.109,2.884,23.166,5927.0,-1.573,0.2752,419089
90,3909,1392,3,57117.011808,30.915,-46.64,13.26,0.17,9,0,-1e-06,2.843e-07,,,ec0915.150405.429230_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,143,z,TEMPLATE,t,1.0671,1.153,0.082,4.288,22.642,7571.0,-1.0,0.2843,429230
90,3909,1392,3,57117.015936,30.915,-44.43,12.28,1.09,9,0,-9.529e-07,2.634e-07,,,ec0915.150405.429232_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,145,z,TEMPLATE,t,1.0619,1.19,0.061,4.641,22.633,6637.0,-0.9529,0.26339999999999997,429232
90,3909,1392,3,57139.0088,30.915,-100.15,12.23,0.28,9,0,-2.148e-06,2.623e-07,,,ec0915.150427.437746_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,151,z,TEMPLATE,t,1.041,1.249,0.072,5.414,22.529,5505.0,-2.148,0.26230000000000003,437746
90,3909,1392,3,57171.013911,30.915,211.66,265.02,1.09,9,0,4.539e-06,5.683e-06,,,ec0915.150529.443410_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,153,z,TEMPLATE,t,0.0897,1.165,0.048,4.037,19.422,24525.0,4.539,5.683,443410
90,3909,1392,3,57171.018007,30.915,311.79,233.73,1.12,9,0,6.687e-06,5.012e-06,,,ec0915.150529.443412_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,155,z,TEMPLATE,t,0.0982,1.177,0.056,3.466,19.689,24114.0,6.686999999999999,5.012,443412
90,3909,1392,3,57171.117306,30.915,-885.8,767.31,0.69,9,0,-1.9e-05,1.646e-05,,,ec0915.150529.443454_ooi_z_v1_N22_160306.523733_ooi_z_v1_N22.diff.fits,0x0000,157,z,TEMPLATE,t,0.0325,1.214,0.051,3.988,18.396,27448.0,-19.0,16.46,443454
